なにこれ？,,,,,,,,
長友w,,,,,,,,
録画か,,,,,,,,
野球やれよ,,,,,,,,
はやさはいいけど結局最後か,,,,,,,,
金髪がいた,,,,,,,,
こっちの方がスタメンだな,,,,,,,,
下手にキャッチされたらカウンターやからな,,,,,,,,
この前より良い,,,,,,,,
長友wwwwwwww,,,,,,,,
よくねーよ　枠とばせや,,,,,,,,
なんで枠いかないの？,,,,,,,,
Jリーグでも通用してない定期,,,,,,,,
乾と中島同じタイプ,,,,,,,,
おーにっぽーの幼女バージョン,,,,,,,,
サイドバック遠藤か,,,,,,,,
東口か,,,,,,,,
カウンターになるよりまし,,,,,,,,
これいいな,,,,,,,,
遠藤,,,,,,,,
猿がいた,,,,,,,,
まんさん？！,,,,,,,,
やっぱ本田がおるから攻めがおそなるんやな,,,,,,,,
キャンチョメ長友,,,,,,,,
メインを下げた言い訳試合,,,,,,,,
本田というブレーキがいないし,,,,,,,,
右遠藤かよ,,,,,,,,
金髪がいねえｗ,,,,,,,,
枠に蹴ったらダメなルールか？,,,,,,,,
川口東口,,,,,,,,
DF鹿島やん,,,,,,,,
香川シンプルいけー,,,,,,,,
こっちのがよさそう,,,,,,,,
キャンチョメｗｗｗｗｗくっそふいたｗｗｗｗｗｗｗｗｗｗｗ,,,,,,,,
DFｗｗｗｗｗｗ,,,,,,,,
キャンチョメどこ,,,,,,,,
井手口ｗｗｗｗｗｗｗ,,,,,,,,
２軍の方が強い,,,,,,,,
すでに前よりいい,,,,,,,,
こっちの方がありか,,,,,,,,
ガラガラｗｗｗ,,,,,,,,
香川以外がこれでいい,,,,,,,,
金髪似合わないな,,,,,,,,
結局４なんやね,,,,,,,,
ほかに北口西口南口さんがいるんｄすかね？？？,,,,,,,,
2ぐん‥,,,,,,,,
このメンバーでいけ定期,,,,,,,,
,,,,,,,,
こっちの方がマシ,,,,,,,,
舐めプしてるw,,,,,,,,
こっちがうまく行った方がいいだろ,,,,,,,,
今日ムトウが決めるよ,,,,,,,,
ウサイン・ボルトのほうが上手いわ,,,,,,,,
あぶね,,,,,,,,
何だ２軍で休ませる作戦か,,,,,,,,
そこ,,,,,,,,
川島w,,,,,,,,
蛍がキャプテンなのか,,,,,,,,
メンバーだけ見ればGJ,,,,,,,,
ああああ,,,,,,,,
ウィーン合唱団きてるの？,,,,,,,,
あぶ,,,,,,,,
キ　ャ　ン　チ　ョ　メ　長　友,,,,,,,,
あ,,,,,,,,
後ろにしかパスしないホンダいらない,,,,,,,,
武藤いいよ,,,,,,,,
は,,,,,,,,
川島ｗｗｗｗ,,,,,,,,
このメンバーいいな,,,,,,,,
岡崎武藤同時って初？,,,,,,,,
舐めプしてる,,,,,,,,
高徳なんでいんだよ,,,,,,,,
内田ジャパン,,,,,,,,
え,,,,,,,,
直前で総取っ替えってなんだ？,,,,,,,,
中村第3GKか,,,,,,,,
お試しメンバー,,,,,,,,
下手かよ,,,,,,,,
おう,,,,,,,,
猿,,,,,,,,
右が岡崎じゃねえ？,,,,,,,,
SAB,,,,,,,,
遠藤がSBって無能すぎるだろｗｗ,,,,,,,,
ごっそり,,,,,,,,
１.５軍やな,,,,,,,,
川島遊びすぎ,,,,,,,,
サブ1軍,,,,,,,,
川島おけ,,,,,,,,
ガンバww,,,,,,,,
このメンバーがベストやろ,,,,,,,,
大島ｗ,,,,,,,,
川島やめろや,,,,,,,,
え？,,,,,,,,
中村航輔が一番うまくね？,,,,,,,,
ゴリは当確だろ,,,,,,,,
サブ年寄りしかいねぇな,,,,,,,,
ピッチｗ,,,,,,,,
大島ｗ,,,,,,,,
世代交代失敗だろ,,,,,,,,
ベンチ,,,,,,,,
ホンダwww,,,,,,,,
なんで2軍なのバカなの？,,,,,,,,
山口はやめとけって,,,,,,,,
武藤右か,,,,,,,,
サブの方が動きいいなｗ,,,,,,,,
普通の状態じゃないし,,,,,,,,
キモイの写すなよ,,,,,,,,
ケイスケホンダ,,,,,,,,
チラチラ映るベンチの選手ｗ,,,,,,,,
せやろか,,,,,,,,
ｗｗｗｗ,,,,,,,,
これは期待できる布陣だ,,,,,,,,
おこ？,,,,,,,,
無能,,,,,,,,
1topできる選手いないのに1topにする意味,,,,,,,,
無能,,,,,,,,
強化試合でサブ祭り,,,,,,,,
,,,,,,,,
大島わらってるでｗｗ,,,,,,,,
狙いなどない,,,,,,,,
無能おじさん,,,,,,,,
５日後に試合なんだから当たり前だろ,,,,,,,,
大島やるな,,,,,,,,
ねらいなさそう,,,,,,,,
【悲報】パラグアイさん、ガチで来てる,,,,,,,,
お手上げJAPAN,,,,,,,,
にしのん,,,,,,,,
客席がらっがら,,,,,,,,
協会の犬,,,,,,,,
無能,,,,,,,,
ｗ,,,,,,,,
ｗｗｗｗ,,,,,,,,
これガス抜きメンバーだぞ？,,,,,,,,
一億円,,,,,,,,
本番想定したメンバーじゃねぇの？,,,,,,,,
ｗｗｗｗｗｗｗｗｗ,,,,,,,,
ゴリラ,,,,,,,,
２４だ,,,,,,,,
なんやその髪は,,,,,,,,
キャンチョメｗｗｗｗｗｗ,,,,,,,,
すーぱーさいやじん,,,,,,,,
顔w,,,,,,,,
やっぱ武藤プレスがいいわ,,,,,,,,
アキラ0％ｗｗｗ,,,,,,,,
髪だっさ,,,,,,,,
極端やな,,,,,,,,
本田二人いる？,,,,,,,,
べんちお通夜やん,,,,,,,,
長友？,,,,,,,,
トライ,,,,,,,,
サイヤ人出番なしｗｗｗ,,,,,,,,
可能性（）,,,,,,,,
サッカーはたいして人気ない,,,,,,,,
似合わないな,,,,,,,,
可能性ｗｗｗｗ,,,,,,,,
エースは不在、それが今回の特徴だからね,,,,,,,,
ネイマール「だっさ」,,,,,,,,
笑い過ぎw,,,,,,,,
チチをもげ！,,,,,,,,
(ヾﾉ･∀･`)ﾑﾘﾑﾘ,,,,,,,,
トライって・・・サッカーしろや,,,,,,,,
迷走してるだけ,,,,,,,,
金髪太鼓インテル,,,,,,,,
可能性・・・あるの？,,,,,,,,
ささきのりおジャパン,,,,,,,,
え,,,,,,,,
青く染めろよ,,,,,,,,
もう固定してるだろｗｗｗｗｗｗｗｗｗ,,,,,,,,
バックパス禁止な,,,,,,,,
サイヤ人座ってる,,,,,,,,
は＿,,,,,,,,
穏やかな心と激しい怒りによって目覚めた,,,,,,,,
ベンチにキャンチョメ居た,,,,,,,,
らっきー,,,,,,,,
３馬鹿トリオ復活,,,,,,,,
サイヤ人戻ればいいのに,,,,,,,,
染めたので罰として外された,,,,,,,,
パラグアイはW杯出ないから空気読んで負けてくれるだろ,,,,,,,,
,,,,,,,,
ガリガリ君,,,,,,,,
ひでｗｗ,,,,,,,,
サカつく,,,,,,,,
完全にキャンチョメに寄せてきてるなｗ,,,,,,,,
乾怪我すんなよ,,,,,,,,
無能っつーか敗戦処理だし可哀そうではある,,,,,,,,
岡崎も金髪にしよう,,,,,,,,
前線はこっちのほうがええな,,,,,,,,
KIRIN,,,,,,,,
ガリガリ君,,,,,,,,
遊んですごした成果を,,,,,,,,
ガッシュw,,,,,,,,
132人抜き達成！,,,,,,,,
戸田は赤に,,,,,,,,
いい意識,,,,,,,,
おおさこいないとかおれ得,,,,,,,,
裏へ,,,,,,,,
思い切りいいな,,,,,,,,
まあおｋ,,,,,,,,
いいね,,,,,,,,
ええやんけ,,,,,,,,
おしいいい,,,,,,,,
ええやん,,,,,,,,
いいねらい,,,,,,,,
ムトオ,,,,,,,,
柴崎やべえなｗ,,,,,,,,
縦パス,,,,,,,,
いいぞ柴崎,,,,,,,,
スタメン決められないんだろ,,,,,,,,
キャンチョメは能力が強すぎる,,,,,,,,
おしい,,,,,,,,
柴崎もう当確だろ,,,,,,,,
まあ結果が全てだよ本番は,,,,,,,,
無糖,,,,,,,,
このメンツでいい,,,,,,,,
広告集めたなあ,,,,,,,,
しばいいね,,,,,,,,
ハリルのサッカー,,,,,,,,
おそい,,,,,,,,
結局ハリルじゃん,,,,,,,,
鹿島でいいわ,,,,,,,,
おお,,,,,,,,
学いいね,,,,,,,,
ええぞ,,,,,,,,
お,,,,,,,,
のびのびやってるな,,,,,,,,
おお,,,,,,,,
まあ思い出枠だし気楽にやれや,,,,,,,,
ガリガリ君出世したな,,,,,,,,
ハリル時代思い出す,,,,,,,,
やっぱり本高,,,,,,,,
イケメンＪＡＰＡＮ,,,,,,,,
お,,,,,,,,
おっ,,,,,,,,
でた,,,,,,,,
ぴー,,,,,,,,
いいじゃん,,,,,,,,
いいぞ,,,,,,,,
動きええやん,,,,,,,,
いいですよ,,,,,,,,
ええやん,,,,,,,,
おお,,,,,,,,
いいね,,,,,,,,
それでこそ岡崎,,,,,,,,
コケるのが仕事,,,,,,,,
やっぱ攻撃は柴崎頼みだな,,,,,,,,
１軍じゃん,,,,,,,,
ホンダやんけ。。。」,,,,,,,,
もろた,,,,,,,,
このメンバーで良くね？？？,,,,,,,,
これでいいんだよこれでぇ,,,,,,,,
キープしろよ,,,,,,,,
フサフサ,,,,,,,,
コケ崎,,,,,,,,
デユエルできそうなの？？,,,,,,,,
ふえてるーーーーー,,,,,,,,
負けたら引退,,,,,,,,
柴崎いいで,,,,,,,,
柴崎は必要だわ,,,,,,,,
香川でてないの？,,,,,,,,
本田いらねええ,,,,,,,,
日本つええええええええええ,,,,,,,,
みんなやる気か,,,,,,,,
変わったな,,,,,,,,
岡崎いらなかったわ,,,,,,,,
ハリルに近い,,,,,,,,
なにダラダラやってるの,,,,,,,,
スイス相手にやれ,,,,,,,,
強化中,,,,,,,,
誰蹴るん？,,,,,,,,
このスタメンええやん,,,,,,,,
おｃ,,,,,,,,
次の金髪は誰だ,,,,,,,,
２軍の方が強いから,,,,,,,,
今のところ縦への意志がある,,,,,,,,
開始3分でいい悪いなんてわからんよ,,,,,,,,
見えてるわ,,,,,,,,
ハリルのサッカーに戻した,,,,,,,,
まだ０－０か健闘してるじゃん,,,,,,,,
パラグアイつよいの？,,,,,,,,
柴崎なんだよなあ,,,,,,,,
本田失格,,,,,,,,
岡崎久々だな,,,,,,,,
走らせていけ,,,,,,,,
槙野と吉田いらなかったわ,,,,,,,,
きた,,,,,,,,
こっちのがまだ見ててたのしいな,,,,,,,,
点取れそう,,,,,,,,
こんな挑戦する縦パスなかったもんな,,,,,,,,
本田がガン,,,,,,,,
本田いらん,,,,,,,,
きたな,,,,,,,,
早いね攻撃,,,,,,,,
本田いらない,,,,,,,,
ザキオカ,,,,,,,,
パラグアイは常に20位以内だし,,,,,,,,
おおお,,,,,,,,
ああ,,,,,,,,
足元よりスペース走る奴のがいい,,,,,,,,
本田が足かせ,,,,,,,,
柴咲いいよなぁ,,,,,,,,
つかわれてないやーつ,,,,,,,,
中村「・・・」,,,,,,,,
柴崎でいいな,,,,,,,,
松木うるさいよ,,,,,,,,
シュートｗ,,,,,,,,
おしい,,,,,,,,
嫁から帰るラインきたわ,,,,,,,,
へった,,,,,,,,
ええやん,,,,,,,,
おおいいやん,,,,,,,,
いいボール,,,,,,,,
柴崎だ,,,,,,,,
きわどい,,,,,,,,
背が足らんのや！,,,,,,,,
(´・J・`)これ大阪？,,,,,,,,
いい,,,,,,,,
なんか期待感が全然違う,,,,,,,,
柴崎いいぞ,,,,,,,,
居酒屋かよ,,,,,,,,
本田よりいい,,,,,,,,
ガクでええやん,,,,,,,,
ふじもんｗｗｗ,,,,,,,,
鹿島の3人はクラブW杯決勝を経験してるんだよな,,,,,,,,
柴崎のセットプレーいいな,,,,,,,,
鹿島勢,,,,,,,,
うまし,,,,,,,,
正直セットプレーに可能性は感じない,,,,,,,,
おお,,,,,,,,
お,,,,,,,,
お,,,,,,,,
お,,,,,,,,
本田入れろ,,,,,,,,
松木不足,,,,,,,,
しょっぼ,,,,,,,,
なんか普通によさそう,,,,,,,,
クソクロス,,,,,,,,
うめぇ,,,,,,,,
nandekonna,,,,,,,,
はい,,,,,,,,
kitaikannhaaru,,,,,,,,
柴崎スタメン決定,,,,,,,,
中島どこ？,,,,,,,,
いいね,,,,,,,,
3週間,,,,,,,,
相手ざっこ,,,,,,,,
いつものゴートク,,,,,,,,
期待できる,,,,,,,,
どこにクロス,,,,,,,,
ええやん,,,,,,,,
ラシン,,,,,,,,
攻めきれないでいる,,,,,,,,
柴崎いい,,,,,,,,
いい入りだ,,,,,,,,
客いねー,,,,,,,,
強いじゃん,,,,,,,,
長谷部外れる可能性出てきたな,,,,,,,,
松木声出せよ,,,,,,,,
カビラさんカビラさん,,,,,,,,
お,,,,,,,,
いいよいいよ,,,,,,,,
解説北澤かよ,,,,,,,,
パラグアイ汚損でいるの？,,,,,,,,
おｃ,,,,,,,,
だめだなｗ,,,,,,,,
オーストリア,,,,,,,,
ああ,,,,,,,,
(；´･ω･)…,,,,,,,,
本田ベンチで連携出てきてるやん,,,,,,,,
え？,,,,,,,,
中島は選ばれてない,,,,,,,,
ここまではマシ,,,,,,,,
お互い怪我しないようにだわな,,,,,,,,
いいぞｐ,,,,,,,,
いいね,,,,,,,,
いいやん,,,,,,,,
いいよお,,,,,,,,
とった,,,,,,,,
わんわｎ,,,,,,,,
ないす,,,,,,,,
いいよー,,,,,,,,
パラグアイの女の子って可愛いですか？？？,,,,,,,,
パラグアイは出場しないから若手メンバー？,,,,,,,,
いい,,,,,,,,
いいね,,,,,,,,
全然よくなってるやん！,,,,,,,,
勝てそうじゃん！！！１１,,,,,,,,
ワンツー乞食,,,,,,,,
いいね,,,,,,,,
香川ええやん,,,,,,,,
,,,,,,,,
そうだ走れ,,,,,,,,
都並ｗｗ,,,,,,,,
これがレギュラーでいいよ,,,,,,,,
本田ならもうバテてるｗ,,,,,,,,
犬,,,,,,,,
老人いらんかった,,,,,,,,
さげんな,,,,,,,,
普通じゃねーか,,,,,,,,
パラグアイって本気メンバーなん？,,,,,,,,
岡崎は応援するで,,,,,,,,
ｋｔｚｗ３いいぞ～～,,,,,,,,
岡崎うごけるやん,,,,,,,,
がむしゃらにいけ,,,,,,,,
パラグアイってW杯出ないよね,,,,,,,,
パラグアイやる気なしｗｗｗ,,,,,,,,
これみんな持つの？,,,,,,,,
岡崎は必要,,,,,,,,
攻守ちゃんとしてるこういの見たかった,,,,,,,,
岡崎は９０分走れるかどうか,,,,,,,,
始まったばっかだぞｗｗ,,,,,,,,
サッカー好き兄貴には申し訳ないが、負けてもらわないと限界団地見れないから負けてくれ,,,,,,,,
視聴継続,,,,,,,,
パラグアイやる気ないやん,,,,,,,,
柴崎うま,,,,,,,,
お,,,,,,,,
これが１軍,,,,,,,,
いいじゃん,,,,,,,,
いいぞ,,,,,,,,
あれ,,,,,,,,
空きすぎ,,,,,,,,
いいねー,,,,,,,,
ハゲは守備がいい,,,,,,,,
本田追放でいいな,,,,,,,,
岡崎は運動量が持つかどうかだよ,,,,,,,,
本田いないと回る回る,,,,,,,,
おや,,,,,,,,
いけえええ,,,,,,,,
つながる,,,,,,,,
いけよ,,,,,,,,
いぬい！,,,,,,,,
あ,,,,,,,,
うてよ,,,,,,,,
何だ今の,,,,,,,,
はいはいー,,,,,,,,
？,,,,,,,,
狙いはいけど,,,,,,,,
香川ｗ,,,,,,,,
うけてない,,,,,,,,
かがー,,,,,,,,
ええ,,,,,,,,
はんど,,,,,,,,
相手しょぼくね,,,,,,,,
いいな,,,,,,,,
あらら,,,,,,,,
讃岐,,,,,,,,
ああ,,,,,,,,
うわー,,,,,,,,
あああああああ,,,,,,,,
あー,,,,,,,,
あ,,,,,,,,
うどんこら,,,,,,,,
ｗｗｗ,,,,,,,,
こわ,,,,,,,,
そういうの欲しい,,,,,,,,
大島いらんなｗｗ,,,,,,,,
乾は間違いないな,,,,,,,,
オフ？,,,,,,,,
あぶねえ,,,,,,,,
うめええ,,,,,,,,
あぶ,,,,,,,,
香川のせいで危なかった,,,,,,,,
本田が足引っ張ってたからな,,,,,,,,
アカヒ,,,,,,,,
芝よ,,,,,,,,
サイド出しても当てるやついないからな,,,,,,,,
ああいうの日本もやろうぜ,,,,,,,,
助かった,,,,,,,,
クロス制度ひどい,,,,,,,,
香川・・・,,,,,,,,
最後の連携はまだまだだなぁ,,,,,,,,
うどんは横パスのみ,,,,,,,,
パラグアイ32位な,,,,,,,,
まえまえ,,,,,,,,
ビビりすぎw,,,,,,,,
ガリガリ訓,,,,,,,,
ガリガリ君,,,,,,,,
ピッチやわらかそう,,,,,,,,
ガリガリくんw,,,,,,,,
メンバー変えたらいい感じやん,,,,,,,,
地味どん,,,,,,,,
がりが,,,,,,,,
声が通るな,,,,,,,,
今日鹿島DFやんいけるぞ,,,,,,,,
車掌,,,,,,,,
もう二度と本田出すな,,,,,,,,
今日おもしろいぞ＾＾,,,,,,,,
客すくな,,,,,,,,
アツゥイ,,,,,,,,
香川いらねえなーw,,,,,,,,
こんなの20分もたない,,,,,,,,
あついな,,,,,,,,
縦パスは才能だからな,,,,,,,,
今の所いいな,,,,,,,,
もう疲れてるｗ,,,,,,,,
なさけねえ１０版,,,,,,,,
え香川シンプルでいいやんw,,,,,,,,
暑いんだね,,,,,,,,
DMM,,,,,,,,
香川のとこ中島やな,,,,,,,,
あちいな,,,,,,,,
ガラガラｗｗ,,,,,,,,
結論→本田,,,,,,,,
赤いのと縞模様の２種類いるな,,,,,,,,
香川いいだろｗ,,,,,,,,
パラグアイ人ってなんか南米でも骨太人イメージ,,,,,,,,
うどんいらねえな,,,,,,,,
WC出れない相手だぜ,,,,,,,,
乾はシュートが問題,,,,,,,,
サッカー人気なさすぎる,,,,,,,,
香川とホンダいらね,,,,,,,,
本田がいないから？,,,,,,,,
ガララーガ,,,,,,,,
香川悪くないぞ,,,,,,,,
オーストリアか,,,,,,,,
もう足止まった,,,,,,,,
はがわ,,,,,,,,
岳いるだけで全然違うな,,,,,,,,
弱いけどスポンサーだけはｗ,,,,,,,,
ガラガラ,,,,,,,,
客いねえな,,,,,,,,
ガラガラ,,,,,,,,
日本２軍だしあまり客入ってないな,,,,,,,,
お,,,,,,,,
おｋ,,,,,,,,
ドラフト,,,,,,,,
うどんｗ,,,,,,,,
香川いらねはネタだぞ,,,,,,,,
パラグアイってＷＣ出るの？,,,,,,,,
,,,,,,,,
ビズリーチ,,,,,,,,
狙いはいい,,,,,,,,
名前かっけえ・・,,,,,,,,
？,,,,,,,,
は,,,,,,,,
はやい　悪くないな,,,,,,,,
おいｗｗ,,,,,,,,
おい,,,,,,,,
ばか,,,,,,,,
は？,,,,,,,,
おい,,,,,,,,
え,,,,,,,,
おい,,,,,,,,
川島,,,,,,,,
おｗ,,,,,,,,
ナイス,,,,,,,,
本田は攻撃でスピード上げたいときにできないわ守備はプレ ス効かないわで厳しいわな,,,,,,,,
パラグアイやる気なしｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,,,,,,,,
おｋ,,,,,,,,
ドラフトｗｗｗｗ,,,,,,,,
いいぞ,,,,,,,,
おｋ,,,,,,,,
さかつく,,,,,,,,
パラグアイって強いの？,,,,,,,,
ドリブルしてもいいな,,,,,,,,
なんか今日は点入りそう,,,,,,,,
中村つかえや,,,,,,,,
弱いスポーツ応援して何か得あるの？,,,,,,,,
(´・J・`)ベイスｗｗｗｗｗｗｗｗｗｗｗ,,,,,,,,
やらなきゃ意味ないよ,,,,,,,,
うま,,,,,,,,
世界の本田がいないのにパラグアイが本気出すわけない,,,,,,,,
ガリガリ,,,,,,,,
ロストｗ,,,,,,,,
やべえ楽しい,,,,,,,,
ｗｗｗｗ,,,,,,,,
えぇ・・・,,,,,,,,
ドリブル,,,,,,,,
手,,,,,,,,
www,,,,,,,,
ハンド,,,,,,,,
今日の試合良くね？,,,,,,,,
あ,,,,,,,,
て,,,,,,,,
あぶうう,,,,,,,,
おk,,,,,,,,
元気じゃん,,,,,,,,
まさこ,,,,,,,,
ラッキー,,,,,,,,
手,,,,,,,,
まさこ,,,,,,,,
あぶないぞ,,,,,,,,
あぶね,,,,,,,,
今のあぶない,,,,,,,,
だれだこいつ,,,,,,,,
ぶっさ,,,,,,,,
手に救われた,,,,,,,,
勝負するのはええよ,,,,,,,,
在チョソ大特集＠NHKｗｗｗ,,,,,,,,
なんかこないだより期待もてるような,,,,,,,,
乾確実に一人抜けるな,,,,,,,,
ジンギスカン,,,,,,,,
日本は強い,,,,,,,,
山口イヌイのフォローいいね,,,,,,,,
生き生きしてるな,,,,,,,,
本田いないから中盤が速いね,,,,,,,,
相手が弱くて判断できん,,,,,,,,
なんかレベルJリーグ以下じゃね？,,,,,,,,
試合になってるな,,,,,,,,
ぴゅいにき,,,,,,,,
守備がやばいなこれｓ,,,,,,,,
ハンドじゃなかったらやばかったな,,,,,,,,
ガリガリ君くいてー,,,,,,,,
ぴゅい,,,,,,,,
期待もてるね,,,,,,,,
ここまではいいぞ,,,,,,,,
前にでてるから,,,,,,,,
昌子あうと,,,,,,,,
なんかイイ感じちゃう,,,,,,,,
相手やる気なさすぎるな,,,,,,,,
？,,,,,,,,
東口も怖いな中村でいいんじゃ,,,,,,,,
うどんどこに居るんだよｗｗｗ,,,,,,,,
ミスっても良いよ仕掛けるのが大事,,,,,,,,
うまい,,,,,,,,
がくーーーー,,,,,,,,
おいおい,,,,,,,,
山口危ない,,,,,,,,
パラグアイって弱いんだな,,,,,,,,
(´・J・`)しょぼん,,,,,,,,
柴崎ええぞ,,,,,,,,
おお,,,,,,,,
鬼こんしょぼんこんみんなこん,,,,,,,,
柴崎帰ろ,,,,,,,,
へい,,,,,,,,
柴崎中心にしよう,,,,,,,,
あ,,,,,,,,
こけ,,,,,,,,
こわいこわい,,,,,,,,
ここは　落ち着いていくしかねーな,,,,,,,,
パラグアイも元気ないな,,,,,,,,
2,,,,,,,,
雑魚かよ,,,,,,,,
痛いンゴ,,,,,,,,
大惨事,,,,,,,,
タメ()がないからいいね,,,,,,,,
うむ。,,,,,,,,
そりゃスイスよりはるかに弱いからなパラグアイ,,,,,,,,
せやな,,,,,,,,
パラグアイ連敗中やぞ,,,,,,,,
ひえええ　全然勝ってない,,,,,,,,
ペケペケペケｗ,,,,,,,,
いいね,,,,,,,,
ハゲだった,,,,,,,,
aite,,,,,,,,
あ、言っちゃった,,,,,,,,
そうだね、,,,,,,,,
通貨がいないと流動的だな,,,,,,,,
ゴールないまま終わる,,,,,,,,
夏のサンタンデール,,,,,,,,
本田「」,,,,,,,,
うんうん,,,,,,,,
プレスこないし,,,,,,,,
柴崎がリズムつくってる,,,,,,,,
うなずくなｗ,,,,,,,,
お前・・・いまさら・・・,,,,,,,,
